,id,text
0,0,"['now', ""you're"", 'no', 'longer', 'stressed', 'out', 'and', 'unhappy', ""you're"", 'sick', 'in', 'the', 'head']"
1,0,"['rt', '@hvbibvh:', 'pick', 'a', 'quran', 'verse', 'for', 'your', 'what', 'you', 'are', 'feeling:', 'upset', '-', '3:159', 'weak', '-', '4:28', 'lonely', '-', '20:46', 'sinned', '-', '39:53', '3:31', 'worried', '-', '2:4']"
2,0,"['rt', '@cbseveningnews:', 'cbs', 'news', 'has', 'confirmed', 'the', 'special', ""counsel's"", 'team', 'was', 'split', 'on', 'whether', 'the', 'president', 'obstructed', 'justice', 'with', 'some', 'inve']"
3,0,"['well', 'ill', 'be', 'single', 'forever', 'and', 'a', 'day', 'if', 'im', 'expected', 'to', 'shut', 'up', 'and', 'look', 'cute', 'hes', 'telling', 'her', 'to', 'lose', 'weight', 'as', 'if', 'petite', 'females', 'arent', 'single', 'as', 'well', 'like', 'wth', 'is', 'going', 'on', 'here', 'furthermore', 'folks', 'act', 'like', 'being', 'single', 'is', 'a', 'curse', 'when', 'most', 'married', 'ppl', 'are', 'unhappy', 'https://t', 'co/axsap8dwuv']"
4,0,"['@shaunking', 'i', 'dont', 'agree', 'with', 'you', 'the', 'boy', 'is', 'smiling', 'and', 'looks', 'happy', 'he', 'does', 'not', 'look', 'unhappy', 'or', 'angry', 'and', 'he', 'is', 'not', 'struggling', 'to', 'get', 'away']"
5,0,"['rt', '@cbseveningnews:', 'cbs', 'news', 'has', 'confirmed', 'the', 'special', ""counsel's"", 'team', 'was', 'split', 'on', 'whether', 'the', 'president', 'obstructed', 'justice', 'with', 'some', 'inve']"
6,0,"['rt', '@kayhanmomand:', 'ex-captain', '@masgharafghan', 'who', 'is', 'unhappy', 'with', 'his', 'sacking', 'decision', 'has', 'reportedly', 'asked', 'to', 'cancel', 'his', 'sout', 'africa', 'visa', 'an']"
7,0,"['rt', '@sootradhar:', 'bengali', 'rural', 'voter', 'i', 'am', 'both', 'happy', '&amp', 'unhappy', 'with', 'pm', 'narendra', ""modi's"", 'rally', 'at', 'siliguri', 'unhappy', '=', 'reached', 'siliguri', 'well']"
8,0,"['rt', '@iamsrk:', 'well', 'played', 'boys', '@kkriders', '@lynny50', '@nitishrana_27', '@robbieuthappa', 'each', 'one', 'in', 'the', 'team', 'did', 'so', 'well', 'but', 'you', 'all', 'will', 'agree', 'all']"
9,0,"['rt', '@bjp4india:', 'when', 'we', 'carried', 'out', 'air', 'strikes', 'across', 'the', 'border', 'the', 'entire', 'country', 'was', 'happy', 'and', 'celebrated', 'however', 'only', 'pakistan', 'and']"
10,0,"['@barryheaven', '@skynews', '@brendan_92', 'gammons', 'are', 'never', 'happy', 'unless', ""they're"", 'unhappy']"
11,0,"['@shadbase', 'i', 'mean', 'personally', 'i', 'dont', 'use', 'your', 'website', 'so', 'im', 'biased', 'but', 'i', 'wouldnt', 'be', 'particularly', 'unhappy']"
12,0,"['@itsalwayswednes', 'ohhhhh', ""i'm"", 'so', 'glad', ""i'm"", 'not', 'on', 'facebook', 'anymore', 'lol', 'and', 'those', 'groups', 'i', 'joined', 'one', 'and', 'left', 'it', 'n', 'a', 'week', 'bc', 'the', 'ppl', 'were', 'really', 'immature', 'unhappy', 'cliques']"
13,0,"['at', 'this', 'point', 'in', 'my', 'life', 'i', 'want', 'to', 'forgive', 'forget', 'and', 'grow', 'in', 'all', 'aspects', 'life', 'is', 'too', 'short', 'to', 'unhappy']"
14,0,"['us', 'denies', 'visa', 'to', 'icc', 'chief', 'prosecutor', 'unhappy', 'with', 'her', 'probing', 'american', 'war', 'crimes', 'in', 'afghanistan', 'https://t', 'co/l4l6jz0zcu']"
15,0,"['rt', '@_kateelaa:', 'life', 'too', 'short', 'to', 'be', 'on', 'some', 'unhappy', 'shit']"
16,0,"['munster', 'will', 'be', 'unhappy', 'with', 'that', 'score', 'line', 'at', 'half', 'time']"
17,0,"['rt', '@kimstrassel:', 'be', 'wary', 'of', 'anonymous', 'reports', 'alleging', ""mueller's"", 'team', 'is', 'unhappy', 'https://t', 'co/60i9fyrelr']"
18,0,"['rt', '@caliscrip:', 'stop', 'holding', 'grudges', 'stop', 'judging', 'people', 'stop', 'bringing', 'other', 'people', 'down', 'just', 'because', 'you', 'are', 'unhappy', 'with', 'yourself', 'does']"
19,0,"['fortnite', 'adding', 'respawning', 'instead', 'of', 'fixing', 'its', 'current', 'issues', 'i', 'think', 'all', 'other', 'companies', 'should', 'be', 'working', 'hard', 'because', 'now', 'is', 'time', 'to', 'captivate', 'a', 'very', 'unhappy', 'fan', 'base', 'a', 'new', 'ground', 'breaking', 'game', 'could', 'sweep', 'fortnite', 'off', 'its', 'feet', 'and', 'this', 'is', 'the', 'perfect', 'climate', 'for', 'that']"
20,0,"['rt', '@crampell:', 'trump', 'already', 'chose', '4', 'of', '5', 'sitting', 'fed', 'governors', 'all', 'are', 'reasonable', 'competent', 'professionals', ""they're"", 'republicans', 'too', 'but']"
21,0,"['life', 'is', 'always', 'giving', 'you', 'feedback', 'if', 'youre', 'feeling', 'unhappy', 'or', 'tired', 'or', 'everything', 'is', 'a', 'struggle', 'its', 'a', 'message', 'that', 'something', 'needs', 'to', 'change', 'pay', 'attention', 'elle', 'sommer', 'wisewords', 'life', 'https://t', 'co/kdoihzoz24']"
22,0,"['and', 'before', 'anyone', 'cries', 'in', 'medias', 'res', 'that', 'would', 'be', 'showing', 'the', 'protagonist', 'starting', 'to', 'solve', 'their', 'problem', 'in', 'medias', 'res', 'is', 'gandalf', 'showing', 'up', 'at', ""bilbo's"", 'front', 'door', 'in', 'ch', '1', 'not', 'showing', 'bilbo', 'being', 'very', 'sad', 'and', 'unhappy', 'before', 'then']"
23,0,"['@lukeoneil47', 'my', 'mom', 'had', 'fewer', 'off-brand', 'things', 'to', 'say', 'as', 'she', 'was', 'a', 'more', 'genuinely', 'unhappy', 'troubled', 'and', 'abusive', 'person', '&amp', 'parent', 'but', 'her', 'conservatism', 'was', 'more', 'instinctual', 'than', 'intellectual', 'so', 'sometimes', 'shed', 'have', 'a', 'funny', 'take', 'from', 'left', 'field', 'like', 'that', 'she', 'sympathized', 'with', 'eco-terrorists']"
24,0,"['@esyudkowsky', 'happy', 'families', 'are', 'all', 'alike', 'every', 'unhappy', 'family', 'is', 'unhappy', 'in', 'its', 'own', 'way']"
25,0,"['@lauramjthomson', '@akmaciver', 'imagine', 'we', 'had', 'won', 'the', 'referendum', 'in', '2014', 'and', 'someone', 'shouted', 'at', 'a', 'scot', 'in', 'london', 'because', 'they', 'were', 'unhappy', 'that', 'we', 'were', 'leaving', 'the', 'uk', 'we', ""shouldn't"", 'make', 'excuses', 'for', 'people', 'who', 'are', 'being', 'abusive', 'regardless', 'of', 'their', 'views', 'or', 'motivation']"
26,0,"['@pinkyblueskys', 'i', 'hope', 'so', 'its', 'even', 'more', 'difficult', 'to', 'learn', 'everything', 'because', 'they', 'just', 'moved', 'location', 'so', 'my', 'manager', 'isnt', 'really', 'sure', 'whats', 'going', 'on', 'at', 'the', 'moment', 'everything', 'is', 'all', 'over', 'the', 'place', 'but', 'yeah', 'ill', 'give', 'it', 'a', 'month', 'and', 'if', 'im', 'still', 'really', 'uncomfortable', 'and', 'unhappy', 'i', 'will', 'go', 'x']"
27,0,"['@madddeline_____', '@samwootton02', '@theprickledk', 'shes', 'clearly', 'very', 'unhappy', 'with', 'herself']"
28,0,"['you', 'kan', 'buy', 'a', 'bitch', 'a', 'boat', 'you', 'kan', 'let', 'her', 'drive', 'the', 'boat', 'the', 'bitch', 'will', 'still', 'find', 'some', 'way', 'to', 'be', 'unhappy']"
29,0,"['@dienamiteredder', 'helped', 'somewhat', 'nothing', 'has', 'been', 'particularly', 'effective', 'for', 'me', 'and', 'i', 'still', 'live', 'a', 'mostly', 'unhappy', 'life', ""it's"", 'true', 'that', 'depression', 'can', 'often', 'be', 'treated', 'or', 'at', 'least', 'eased', 'with', 'therapy', 'life', 'style', 'changes', 'or', 'anti-depressants', 'but', 'this', 'is', 'not', 'always', 'the', 'case']"
30,0,"['can', 'unhappy', 'events', 'cause', 'depression', '|', 'psychology', 'today', 'https://t', 'co/m2sy5dy93b', 'psychiatrie']"
31,0,"['sussex', 'and', 'mother', 'and', 'determined', 'too', 'anxious', 'to', 'willoughby', 'and', 'forwards', 'across', 'the', 'last', 'to', 'supply', 'them', 'with', 'a', 'long', 'unhappy']"
32,0,"['@esyudkowsky', 'perhaps', 'modernity', 'is', 'desperately', 'unhappy', 'with', 'no', 'solution', 'in', 'sight', 'and', 'artists', 'are', 'merely', 'expressing', 'this']"
33,0,"['like', ""he's"", 'still', 'around', 'after', 'being', 'unhappy', 'with', 'the', 'first', 'set', 'of', 'town', 'in', 'slarpg', 'on', 'the', 'game', 'over', 'screen', 'and', 'i', 'had', 'no', 'idea', 'why', 'because', 'i']"
34,0,"['rt', '@imquotes_videos:', 'inner', 'peace', 'is', 'the', 'key:', 'if', 'you', 'have', 'inner', 'peace', 'external', 'problems', 'do', 'not', 'affect', 'your', 'deep', 'sense', 'of', 'peace', '&amp', 'tranquili']"
